nohup: ignoring input
Using downloaded and verified file: ./data/SVHN/raw/train/train_32x32.mat
Using downloaded and verified file: ./data/SVHN/raw/test/test_32x32.mat
Train - Iteration 0: 	Loss_stepA: 0.0460
Train - Iteration 400: 	Loss_stepA: 0.1497
Train - Iteration 450: 	Loss_stepA: 0.1366
Train - Iteration 500: 	Loss_stepA: 0.1362
Train - Iteration 550: 	Loss_stepA: 0.1352
Train - Epoch [72]: 	Loss_stepA: 0.1355
Test - Epoch [72]: 	Accuracy_stepA: 93.16%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0037
Train - Iteration 50: 	Loss_stepA: 0.1288
Train - Iteration 100: 	Loss_stepA: 0.1257
Train - Iteration 150: 	Loss_stepA: 0.1309
Train - Iteration 200: 	Loss_stepA: 0.1300
Train - Iteration 250: 	Loss_stepA: 0.1396
Train - Iteration 300: 	Loss_stepA: 0.1295
Train - Iteration 350: 	Loss_stepA: 0.1388
Train - Iteration 400: 	Loss_stepA: 0.1344
Train - Iteration 450: 	Loss_stepA: 0.1363
Train - Iteration 500: 	Loss_stepA: 0.1301
Train - Iteration 550: 	Loss_stepA: 0.1520
Train - Epoch [73]: 	Loss_stepA: 0.1342
Test - Epoch [73]: 	Accuracy_stepA: 93.27%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0024
Train - Iteration 50: 	Loss_stepA: 0.1339
Train - Iteration 100: 	Loss_stepA: 0.1191
Train - Iteration 150: 	Loss_stepA: 0.1394
Train - Iteration 200: 	Loss_stepA: 0.1390
Train - Iteration 250: 	Loss_stepA: 0.1409
Train - Iteration 300: 	Loss_stepA: 0.1207
Train - Iteration 350: 	Loss_stepA: 0.1365
Train - Iteration 400: 	Loss_stepA: 0.1285
Train - Iteration 450: 	Loss_stepA: 0.1261
Train - Iteration 500: 	Loss_stepA: 0.1358
Train - Iteration 550: 	Loss_stepA: 0.1244
Train - Epoch [74]: 	Loss_stepA: 0.1310
Test - Epoch [74]: 	Accuracy_stepA: 93.14%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0018
Train - Iteration 50: 	Loss_stepA: 0.1332
Train - Iteration 100: 	Loss_stepA: 0.1192
Train - Iteration 150: 	Loss_stepA: 0.1300
Train - Iteration 200: 	Loss_stepA: 0.1186
Train - Iteration 250: 	Loss_stepA: 0.1293
Train - Iteration 300: 	Loss_stepA: 0.1295
Train - Iteration 350: 	Loss_stepA: 0.1270
Train - Iteration 400: 	Loss_stepA: 0.1319
Train - Iteration 450: 	Loss_stepA: 0.1232
Train - Iteration 500: 	Loss_stepA: 0.1407
Train - Iteration 550: 	Loss_stepA: 0.1385
Train - Epoch [75]: 	Loss_stepA: 0.1291
Test - Epoch [75]: 	Accuracy_stepA: 93.19%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0026
Train - Iteration 50: 	Loss_stepA: 0.1216
Train - Iteration 100: 	Loss_stepA: 0.1329
Train - Iteration 150: 	Loss_stepA: 0.1175
Train - Iteration 200: 	Loss_stepA: 0.1182
Train - Iteration 250: 	Loss_stepA: 0.1292
Train - Iteration 300: 	Loss_stepA: 0.1323
Train - Iteration 350: 	Loss_stepA: 0.1379
Train - Iteration 400: 	Loss_stepA: 0.1314
Train - Iteration 450: 	Loss_stepA: 0.1272
Train - Iteration 500: 	Loss_stepA: 0.1242
Train - Iteration 550: 	Loss_stepA: 0.1308
Train - Epoch [76]: 	Loss_stepA: 0.1276
Test - Epoch [76]: 	Accuracy_stepA: 93.15%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0027
Train - Iteration 50: 	Loss_stepA: 0.1173
Train - Iteration 100: 	Loss_stepA: 0.1177
Train - Iteration 150: 	Loss_stepA: 0.1139
Train - Iteration 200: 	Loss_stepA: 0.1182
Train - Iteration 250: 	Loss_stepA: 0.1304
Train - Iteration 300: 	Loss_stepA: 0.1325
Train - Iteration 350: 	Loss_stepA: 0.1340
Train - Iteration 400: 	Loss_stepA: 0.1339
Train - Iteration 450: 	Loss_stepA: 0.1313
Train - Iteration 500: 	Loss_stepA: 0.1246
Train - Iteration 550: 	Loss_stepA: 0.1343
Train - Epoch [77]: 	Loss_stepA: 0.1262
Test - Epoch [77]: 	Accuracy_stepA: 93.14%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0036
Train - Iteration 50: 	Loss_stepA: 0.1238
Train - Iteration 100: 	Loss_stepA: 0.1175
Train - Iteration 150: 	Loss_stepA: 0.1311
Train - Iteration 200: 	Loss_stepA: 0.1353
Train - Iteration 250: 	Loss_stepA: 0.1231
Train - Iteration 300: 	Loss_stepA: 0.1149
Train - Iteration 350: 	Loss_stepA: 0.1262
Train - Iteration 400: 	Loss_stepA: 0.1306
Train - Iteration 450: 	Loss_stepA: 0.1332
Train - Iteration 500: 	Loss_stepA: 0.1290
Train - Iteration 550: 	Loss_stepA: 0.1244
Train - Epoch [78]: 	Loss_stepA: 0.1261
Test - Epoch [78]: 	Accuracy_stepA: 93.22%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0030
Train - Iteration 50: 	Loss_stepA: 0.1147
Train - Iteration 100: 	Loss_stepA: 0.1129
Train - Iteration 150: 	Loss_stepA: 0.1135
Train - Iteration 200: 	Loss_stepA: 0.1197
Train - Iteration 250: 	Loss_stepA: 0.1268
Train - Iteration 300: 	Loss_stepA: 0.1292
Train - Iteration 350: 	Loss_stepA: 0.1155
Train - Iteration 400: 	Loss_stepA: 0.1398
Train - Iteration 450: 	Loss_stepA: 0.1267
Train - Iteration 500: 	Loss_stepA: 0.1326
Train - Iteration 550: 	Loss_stepA: 0.1212
Train - Epoch [79]: 	Loss_stepA: 0.1238
Test - Epoch [79]: 	Accuracy_stepA: 93.30%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0035
Train - Iteration 50: 	Loss_stepA: 0.1269
Train - Iteration 100: 	Loss_stepA: 0.1225
Train - Iteration 150: 	Loss_stepA: 0.1223
Train - Iteration 200: 	Loss_stepA: 0.1214
Train - Iteration 250: 	Loss_stepA: 0.1213
Train - Iteration 300: 	Loss_stepA: 0.1147
Train - Iteration 350: 	Loss_stepA: 0.1226
Train - Iteration 400: 	Loss_stepA: 0.1215
Train - Iteration 450: 	Loss_stepA: 0.1305
Train - Iteration 500: 	Loss_stepA: 0.1215
Train - Iteration 550: 	Loss_stepA: 0.1238
Train - Epoch [80]: 	Loss_stepA: 0.1232
Test - Epoch [80]: 	Accuracy_stepA: 93.07%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0031
Train - Iteration 50: 	Loss_stepA: 0.1286
Train - Iteration 100: 	Loss_stepA: 0.1240
Train - Iteration 150: 	Loss_stepA: 0.1113
Train - Iteration 200: 	Loss_stepA: 0.1197
Train - Iteration 250: 	Loss_stepA: 0.1121
Train - Iteration 300: 	Loss_stepA: 0.1199
Train - Iteration 350: 	Loss_stepA: 0.1297
Train - Iteration 400: 	Loss_stepA: 0.1204
Train - Iteration 450: 	Loss_stepA: 0.1203
Train - Iteration 500: 	Loss_stepA: 0.1202
Train - Iteration 550: 	Loss_stepA: 0.1209
Train - Epoch [81]: 	Loss_stepA: 0.1209
Test - Epoch [81]: 	Accuracy_stepA: 93.06%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0033
Train - Iteration 50: 	Loss_stepA: 0.1131
Train - Iteration 100: 	Loss_stepA: 0.1230
Train - Iteration 150: 	Loss_stepA: 0.1220
Train - Iteration 200: 	Loss_stepA: 0.1168
Train - Iteration 250: 	Loss_stepA: 0.1090
Train - Iteration 300: 	Loss_stepA: 0.1104
Train - Iteration 350: 	Loss_stepA: 0.1151
Train - Iteration 400: 	Loss_stepA: 0.1225
Train - Iteration 450: 	Loss_stepA: 0.1266
Train - Iteration 500: 	Loss_stepA: 0.1213
Train - Iteration 550: 	Loss_stepA: 0.1263
Train - Epoch [82]: 	Loss_stepA: 0.1192
Test - Epoch [82]: 	Accuracy_stepA: 93.19%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0020
Train - Iteration 50: 	Loss_stepA: 0.1113
Train - Iteration 100: 	Loss_stepA: 0.1201
Train - Iteration 150: 	Loss_stepA: 0.1205
Train - Iteration 200: 	Loss_stepA: 0.1190
Train - Iteration 250: 	Loss_stepA: 0.1246
Train - Iteration 300: 	Loss_stepA: 0.1193
Train - Iteration 350: 	Loss_stepA: 0.1218
Train - Iteration 400: 	Loss_stepA: 0.1208
Train - Iteration 450: 	Loss_stepA: 0.1133
Train - Iteration 500: 	Loss_stepA: 0.1138
Train - Iteration 550: 	Loss_stepA: 0.1228
Train - Epoch [83]: 	Loss_stepA: 0.1184
Test - Epoch [83]: 	Accuracy_stepA: 93.15%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0017
Train - Iteration 50: 	Loss_stepA: 0.1017
Train - Iteration 100: 	Loss_stepA: 0.1184
Train - Iteration 150: 	Loss_stepA: 0.1177
Train - Iteration 200: 	Loss_stepA: 0.1168
Train - Iteration 250: 	Loss_stepA: 0.1236
Train - Iteration 300: 	Loss_stepA: 0.1138
Train - Iteration 350: 	Loss_stepA: 0.1130
Train - Iteration 400: 	Loss_stepA: 0.1239
Train - Iteration 450: 	Loss_stepA: 0.1180
Train - Iteration 500: 	Loss_stepA: 0.1156
Train - Iteration 550: 	Loss_stepA: 0.1219
Train - Epoch [84]: 	Loss_stepA: 0.1163
Test - Epoch [84]: 	Accuracy_stepA: 93.22%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0025
Train - Iteration 50: 	Loss_stepA: 0.1136
Train - Iteration 100: 	Loss_stepA: 0.1189
Train - Iteration 150: 	Loss_stepA: 0.1294
Train - Iteration 200: 	Loss_stepA: 0.1169
Train - Iteration 250: 	Loss_stepA: 0.1145
Train - Iteration 300: 	Loss_stepA: 0.1151
Train - Iteration 350: 	Loss_stepA: 0.1131
Train - Iteration 400: 	Loss_stepA: 0.1154
Train - Iteration 450: 	Loss_stepA: 0.1278
Train - Iteration 500: 	Loss_stepA: 0.1089
Train - Iteration 550: 	Loss_stepA: 0.1119
Train - Epoch [85]: 	Loss_stepA: 0.1173
Test - Epoch [85]: 	Accuracy_stepA: 93.20%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0025
Train - Iteration 50: 	Loss_stepA: 0.1081
Train - Iteration 100: 	Loss_stepA: 0.1081
Train - Iteration 150: 	Loss_stepA: 0.1145
Train - Iteration 200: 	Loss_stepA: 0.1135
Train - Iteration 250: 	Loss_stepA: 0.1229
Train - Iteration 300: 	Loss_stepA: 0.1181
Train - Iteration 350: 	Loss_stepA: 0.1148
Train - Iteration 400: 	Loss_stepA: 0.1122
Train - Iteration 450: 	Loss_stepA: 0.1167
Train - Iteration 500: 	Loss_stepA: 0.1196
Train - Iteration 550: 	Loss_stepA: 0.1106
Train - Epoch [86]: 	Loss_stepA: 0.1153
Test - Epoch [86]: 	Accuracy_stepA: 93.32%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0018
Train - Iteration 50: 	Loss_stepA: 0.1195
Train - Iteration 100: 	Loss_stepA: 0.1172
Train - Iteration 150: 	Loss_stepA: 0.0997
Train - Iteration 200: 	Loss_stepA: 0.1064
Train - Iteration 250: 	Loss_stepA: 0.0995
Train - Iteration 300: 	Loss_stepA: 0.1205
Train - Iteration 350: 	Loss_stepA: 0.1204
Train - Iteration 400: 	Loss_stepA: 0.1089
Train - Iteration 450: 	Loss_stepA: 0.1208
Train - Iteration 500: 	Loss_stepA: 0.1122
Train - Iteration 550: 	Loss_stepA: 0.1249
Train - Epoch [87]: 	Loss_stepA: 0.1132
Test - Epoch [87]: 	Accuracy_stepA: 93.34%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0025
Train - Iteration 50: 	Loss_stepA: 0.1062
Train - Iteration 100: 	Loss_stepA: 0.1139
Train - Iteration 150: 	Loss_stepA: 0.1134
Train - Iteration 200: 	Loss_stepA: 0.1084
Train - Iteration 250: 	Loss_stepA: 0.1090
Train - Iteration 300: 	Loss_stepA: 0.1030
Train - Iteration 350: 	Loss_stepA: 0.1246
Train - Iteration 400: 	Loss_stepA: 0.1122
Train - Iteration 450: 	Loss_stepA: 0.1226
Train - Iteration 500: 	Loss_stepA: 0.1105
Train - Iteration 550: 	Loss_stepA: 0.1065
Train - Epoch [88]: 	Loss_stepA: 0.1118
Test - Epoch [88]: 	Accuracy_stepA: 93.16%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0025
Train - Iteration 50: 	Loss_stepA: 0.1125
Train - Iteration 100: 	Loss_stepA: 0.1162
Train - Iteration 150: 	Loss_stepA: 0.1111
Train - Iteration 200: 	Loss_stepA: 0.1112
Train - Iteration 250: 	Loss_stepA: 0.1055
Train - Iteration 300: 	Loss_stepA: 0.0956
Train - Iteration 350: 	Loss_stepA: 0.1148
Train - Iteration 400: 	Loss_stepA: 0.1230
Train - Iteration 450: 	Loss_stepA: 0.1046
Train - Iteration 500: 	Loss_stepA: 0.1096
Train - Iteration 550: 	Loss_stepA: 0.1057
Train - Epoch [89]: 	Loss_stepA: 0.1104
Test - Epoch [89]: 	Accuracy_stepA: 93.19%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0011
Train - Iteration 50: 	Loss_stepA: 0.1062
Train - Iteration 100: 	Loss_stepA: 0.1136
Train - Iteration 150: 	Loss_stepA: 0.1089
Train - Iteration 200: 	Loss_stepA: 0.1093
Train - Iteration 250: 	Loss_stepA: 0.1019
Train - Iteration 300: 	Loss_stepA: 0.1066
Train - Iteration 350: 	Loss_stepA: 0.1219
Train - Iteration 400: 	Loss_stepA: 0.1197
Train - Iteration 450: 	Loss_stepA: 0.1106
Train - Iteration 500: 	Loss_stepA: 0.1228
Train - Iteration 550: 	Loss_stepA: 0.1073
Train - Epoch [90]: 	Loss_stepA: 0.1113
Test - Epoch [90]: 	Accuracy_stepA: 93.29%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0013
Train - Iteration 50: 	Loss_stepA: 0.0925
Train - Iteration 100: 	Loss_stepA: 0.0988
Train - Iteration 150: 	Loss_stepA: 0.1072
Train - Iteration 200: 	Loss_stepA: 0.1072
Train - Iteration 250: 	Loss_stepA: 0.0945
Train - Iteration 300: 	Loss_stepA: 0.1069
Train - Iteration 350: 	Loss_stepA: 0.1120
Train - Iteration 400: 	Loss_stepA: 0.1141
Train - Iteration 450: 	Loss_stepA: 0.1148
Train - Iteration 500: 	Loss_stepA: 0.1154
Train - Iteration 550: 	Loss_stepA: 0.1083
Train - Epoch [91]: 	Loss_stepA: 0.1073
Test - Epoch [91]: 	Accuracy_stepA: 93.24%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0014
Train - Iteration 50: 	Loss_stepA: 0.1102
Train - Iteration 100: 	Loss_stepA: 0.1033
Train - Iteration 150: 	Loss_stepA: 0.1076
Train - Iteration 200: 	Loss_stepA: 0.1111
Train - Iteration 250: 	Loss_stepA: 0.1090
Train - Iteration 300: 	Loss_stepA: 0.1096
Train - Iteration 350: 	Loss_stepA: 0.1007
Train - Iteration 400: 	Loss_stepA: 0.1084
Train - Iteration 450: 	Loss_stepA: 0.1021
Train - Iteration 500: 	Loss_stepA: 0.1032
Train - Iteration 550: 	Loss_stepA: 0.1130
Train - Epoch [92]: 	Loss_stepA: 0.1073
Test - Epoch [92]: 	Accuracy_stepA: 93.02%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0014
Train - Iteration 50: 	Loss_stepA: 0.1105
Train - Iteration 100: 	Loss_stepA: 0.1037
Train - Iteration 150: 	Loss_stepA: 0.1064
Train - Iteration 200: 	Loss_stepA: 0.1050
Train - Iteration 250: 	Loss_stepA: 0.1147
Train - Iteration 300: 	Loss_stepA: 0.1053
Train - Iteration 350: 	Loss_stepA: 0.1106
Train - Iteration 400: 	Loss_stepA: 0.1121
Train - Iteration 450: 	Loss_stepA: 0.1017
Train - Iteration 500: 	Loss_stepA: 0.1080
Train - Iteration 550: 	Loss_stepA: 0.1113
Train - Epoch [93]: 	Loss_stepA: 0.1083
Test - Epoch [93]: 	Accuracy_stepA: 93.25%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0016
Train - Iteration 50: 	Loss_stepA: 0.0935
Train - Iteration 100: 	Loss_stepA: 0.1015
Train - Iteration 150: 	Loss_stepA: 0.0995
Train - Iteration 200: 	Loss_stepA: 0.1007
Train - Iteration 250: 	Loss_stepA: 0.1002
Train - Iteration 300: 	Loss_stepA: 0.1071
Train - Iteration 350: 	Loss_stepA: 0.1033
Train - Iteration 400: 	Loss_stepA: 0.1100
Train - Iteration 450: 	Loss_stepA: 0.1208
Train - Iteration 500: 	Loss_stepA: 0.0999
Train - Iteration 550: 	Loss_stepA: 0.1115
Train - Epoch [94]: 	Loss_stepA: 0.1043
Test - Epoch [94]: 	Accuracy_stepA: 93.20%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0027
Train - Iteration 50: 	Loss_stepA: 0.0941
Train - Iteration 100: 	Loss_stepA: 0.1034
Train - Iteration 150: 	Loss_stepA: 0.1069
Train - Iteration 200: 	Loss_stepA: 0.0923
Train - Iteration 250: 	Loss_stepA: 0.1063
Train - Iteration 300: 	Loss_stepA: 0.1032
Train - Iteration 350: 	Loss_stepA: 0.1053
Train - Iteration 400: 	Loss_stepA: 0.1099
Train - Iteration 450: 	Loss_stepA: 0.1119
Train - Iteration 500: 	Loss_stepA: 0.1059
Train - Iteration 550: 	Loss_stepA: 0.1060
Train - Epoch [95]: 	Loss_stepA: 0.1039
Test - Epoch [95]: 	Accuracy_stepA: 93.19%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0019
Train - Iteration 50: 	Loss_stepA: 0.0925
Train - Iteration 100: 	Loss_stepA: 0.1037
Train - Iteration 150: 	Loss_stepA: 0.1068
Train - Iteration 200: 	Loss_stepA: 0.1089
Train - Iteration 250: 	Loss_stepA: 0.1115
Train - Iteration 300: 	Loss_stepA: 0.1082
Train - Iteration 350: 	Loss_stepA: 0.1010
Train - Iteration 400: 	Loss_stepA: 0.0967
Train - Iteration 450: 	Loss_stepA: 0.1049
Train - Iteration 500: 	Loss_stepA: 0.1111
Train - Iteration 550: 	Loss_stepA: 0.0949
Train - Epoch [96]: 	Loss_stepA: 0.1042
Test - Epoch [96]: 	Accuracy_stepA: 93.32%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0024
Train - Iteration 50: 	Loss_stepA: 0.0968
Train - Iteration 100: 	Loss_stepA: 0.0979
Train - Iteration 150: 	Loss_stepA: 0.0930
Train - Iteration 200: 	Loss_stepA: 0.1026
Train - Iteration 250: 	Loss_stepA: 0.1017
Train - Iteration 300: 	Loss_stepA: 0.1078
Train - Iteration 350: 	Loss_stepA: 0.1088
Train - Iteration 400: 	Loss_stepA: 0.1129
Train - Iteration 450: 	Loss_stepA: 0.1011
Train - Iteration 500: 	Loss_stepA: 0.1059
Train - Iteration 550: 	Loss_stepA: 0.0969
Train - Epoch [97]: 	Loss_stepA: 0.1023
Test - Epoch [97]: 	Accuracy_stepA: 93.27%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0021
Train - Iteration 50: 	Loss_stepA: 0.1005
Train - Iteration 100: 	Loss_stepA: 0.1060
Train - Iteration 150: 	Loss_stepA: 0.1018
Train - Iteration 200: 	Loss_stepA: 0.1012
Train - Iteration 250: 	Loss_stepA: 0.1009
Train - Iteration 300: 	Loss_stepA: 0.0971
Train - Iteration 350: 	Loss_stepA: 0.0997
Train - Iteration 400: 	Loss_stepA: 0.1121
Train - Iteration 450: 	Loss_stepA: 0.1063
Train - Iteration 500: 	Loss_stepA: 0.1076
Train - Iteration 550: 	Loss_stepA: 0.1050
Train - Epoch [98]: 	Loss_stepA: 0.1032
Test - Epoch [98]: 	Accuracy_stepA: 93.27%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0007
Train - Iteration 50: 	Loss_stepA: 0.0959
Train - Iteration 100: 	Loss_stepA: 0.0979
Train - Iteration 150: 	Loss_stepA: 0.1042
Train - Iteration 200: 	Loss_stepA: 0.1047
Train - Iteration 250: 	Loss_stepA: 0.1028
Train - Iteration 300: 	Loss_stepA: 0.0962
Train - Iteration 350: 	Loss_stepA: 0.0977
Train - Iteration 400: 	Loss_stepA: 0.0987
Train - Iteration 450: 	Loss_stepA: 0.1080
Train - Iteration 500: 	Loss_stepA: 0.1066
Train - Iteration 550: 	Loss_stepA: 0.0950
Train - Epoch [99]: 	Loss_stepA: 0.1005
Test - Epoch [99]: 	Accuracy_stepA: 93.17%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0030
Train - Iteration 50: 	Loss_stepA: 0.0969
Train - Iteration 100: 	Loss_stepA: 0.0896
Train - Iteration 150: 	Loss_stepA: 0.0974
Train - Iteration 200: 	Loss_stepA: 0.0987
Train - Iteration 250: 	Loss_stepA: 0.0976
Train - Iteration 300: 	Loss_stepA: 0.0990
Train - Iteration 350: 	Loss_stepA: 0.1065
Train - Iteration 400: 	Loss_stepA: 0.0878
Train - Iteration 450: 	Loss_stepA: 0.0989
Train - Iteration 500: 	Loss_stepA: 0.1020
Train - Iteration 550: 	Loss_stepA: 0.0971
Train - Epoch [100]: 	Loss_stepA: 0.0973
Test - Epoch [100]: 	Accuracy_stepA: 93.16%
-----------------------------------------------------------------------------------------------

The process took 41.68030724525452 minutes to complete.
